聅凝菌戈 - じ计(YDX)
ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,Θユ肂,
20140113,80.639,80.752,80.469,80.513,0,0.0,
20140114,80.567,80.696,80.444,80.662,0,0.0,
20140115,80.666,81.129,80.652,81.027,0,0.0,
20140116,81.058,81.119,80.772,80.910,0,0.0,
20140117,80.922,81.295,80.908,81.225,0,0.0,
20140120,81.221,81.296,81.039,81.225,0,0.0,
20140121,81.188,81.388,81.041,81.098,0,0.0,
20140122,81.113,81.214,80.962,81.167,0,0.0,
20140123,81.226,81.306,80.407,80.438,0,0.0,
20140124,80.490,80.555,80.153,80.458,0,0.0,
20140127,80.399,80.562,80.301,80.524,0,0.0,
20140128,80.487,80.757,80.390,80.568,0,0.0,
20140129,80.669,80.820,80.442,80.571,0,0.0,
20140130,80.564,81.135,80.545,81.051,0,0.0,
20140131,81.050,81.324,80.991,81.299,0,0.0,
20140203,81.300,81.323,80.994,81.068,0,0.0,
20140204,81.088,81.217,80.988,81.150,0,0.0,
20140205,81.123,81.240,80.898,81.048,0,0.0,
20140206,81.050,81.232,80.725,80.903,0,0.0,
20140207,80.900,81.007,80.599,80.743,0,0.0,
20140210,80.744,80.759,80.590,80.642,0,0.0,
20140211,80.631,80.665,80.448,80.624,0,0.0,
20140212,80.622,80.831,80.492,80.697,0,0.0,
20140213,80.695,80.711,80.194,80.295,0,0.0,
20140214,80.327,80.329,80.065,80.080,0,0.0,
20140217,80.081,80.176,79.951,80.150,0,0.0,
20140218,80.164,80.227,79.958,80.004,0,0.0,
20140219,79.977,80.235,79.927,80.206,0,0.0,
20140220,80.219,80.424,80.032,80.288,0,0.0,
20140221,80.302,80.410,80.176,80.248,0,0.0,
20140224,80.247,80.366,80.108,80.225,0,0.0,
20140225,80.220,80.263,80.016,80.135,0,0.0,
20140226,80.157,80.524,80.094,80.413,0,0.0,
20140227,80.418,80.578,80.234,80.290,0,0.0,
20140228,80.281,80.310,79.688,79.798,0,0.0,
20140303,79.796,80.102,79.768,80.061,0,0.0,
20140304,80.078,80.208,79.918,80.156,0,0.0,
20140305,80.140,80.272,80.047,80.087,0,0.0,
20140306,80.128,80.199,79.590,79.649,0,0.0,
20140307,79.663,79.847,79.433,79.687,0,0.0,
20140310,79.688,79.831,79.625,79.768,0,0.0,
20140311,79.754,79.934,79.626,79.736,0,0.0,
20140312,79.804,79.934,79.547,79.608,0,0.0,
20140313,79.609,79.859,79.268,79.620,0,0.0,
20140314,79.611,79.697,79.313,79.446,0,0.0,
20140317,79.427,79.556,79.280,79.385,0,0.0,
20140318,79.386,79.556,79.280,79.414,0,0.0,
20140319,79.379,80.111,79.308,80.015,0,0.0,
20140320,80.010,80.354,79.923,80.192,0,0.0,
20140321,80.185,80.354,80.034,80.105,0,0.0,
20140324,80.127,80.290,79.752,79.934,0,0.0,
20140325,79.936,80.268,79.859,79.944,0,0.0,
20140326,79.948,80.144,79.922,80.032,0,0.0,
20140327,80.039,80.200,79.952,80.111,0,0.0,
20140328,80.152,80.251,80.059,80.176,0,0.0,
20140331,80.206,80.296,79.962,80.100,0,0.0,
20140401,80.114,80.296,79.962,80.094,0,0.0,
20140402,80.069,80.277,79.973,80.215,0,0.0,
20140403,80.222,80.532,80.119,80.475,0,0.0,
20140404,80.454,80.599,80.343,80.423,0,0.0,
20140407,80.443,80.471,80.192,80.232,0,0.0,
20140408,80.221,80.450,79.709,79.752,0,0.0,
20140409,79.795,80.227,79.465,79.484,0,0.0,
20140410,79.515,79.572,79.330,79.383,0,0.0,
20140411,79.411,79.569,79.364,79.452,0,0.0,
20140414,79.611,79.830,79.562,79.729,0,0.0,
20140415,79.748,79.904,79.685,79.803,0,0.0,
20140416,79.781,79.872,79.648,79.803,0,0.0,
20140417,79.808,79.876,79.581,79.828,0,0.0,
20140418,79.861,79.894,79.815,79.847,0,0.0,
20140421,79.860,79.987,79.788,79.945,0,0.0,
20140422,79.957,79.988,79.793,79.905,0,0.0,
20140423,79.889,79.924,79.698,79.855,0,0.0,
20140424,79.849,79.968,79.748,79.799,0,0.0,
20140425,79.745,79.800,79.662,79.749,0,0.0,
20140428,79.735,79.842,79.548,79.683,0,0.0,
20140429,79.690,79.842,79.589,79.808,0,0.0,
20140430,79.813,79.918,79.456,79.474,0,0.0,
20140501,79.513,79.544,79.414,79.527,0,0.0,
20140502,79.516,79.852,79.469,79.516,0,0.0,
20140505,79.502,79.527,79.433,79.506,0,0.0,
20140506,79.500,79.515,79.060,79.137,0,0.0,
20140507,79.147,79.248,79.087,79.238,0,0.0,
20140508,79.232,79.467,78.906,79.437,0,0.0,
20140509,79.428,79.915,79.419,79.869,0,0.0,
20140512,79.862,79.923,79.784,79.887,0,0.0,
20140513,79.897,80.180,79.857,80.115,0,0.0,
20140514,80.107,80.125,79.989,80.058,0,0.0,
20140515,80.056,80.338,79.925,80.073,0,0.0,
20140516,80.008,80.116,79.925,80.003,0,0.0,
20140519,80.047,80.055,79.881,80.024,0,0.0,
20140520,80.022,80.126,79.993,79.993,0,0.0,
20140521,80.046,80.302,79.890,80.041,0,0.0,
20140522,80.068,80.278,80.065,80.225,0,0.0,
20140523,80.228,80.443,80.224,80.393,0,0.0,
20140526,80.381,80.427,80.237,80.291,0,0.0,
20140527,80.287,80.470,80.171,80.357,0,0.0,
20140528,80.346,80.581,80.323,80.551,0,0.0,
20140529,80.545,80.558,80.363,80.500,0,0.0,
20140530,80.490,80.503,80.312,80.391,0,0.0,
20140602,80.424,80.681,80.351,80.630,0,0.0,
20140603,80.629,80.657,80.434,80.543,0,0.0,
20140604,80.557,80.677,80.476,80.666,0,0.0,
20140605,80.658,81.020,80.320,80.367,0,0.0,
20140606,80.359,80.534,80.240,80.429,0,0.0,
20140609,80.430,80.685,80.302,80.624,0,0.0,
20140610,80.623,80.865,80.549,80.805,0,0.0,
20140611,80.798,80.898,80.672,80.770,0,0.0,
20140612,80.771,80.824,80.521,80.585,0,0.0,
20140613,80.577,80.709,80.440,80.611,0,0.0,
20140616,80.637,80.707,80.415,80.448,0,0.0,
20140617,80.440,80.661,80.400,80.602,0,0.0,
20140618,80.607,80.668,80.365,80.404,0,0.0,
20140619,80.408,80.418,80.147,80.319,0,0.0,
20140620,80.307,80.494,80.197,80.331,0,0.0,
20140623,80.361,80.397,80.235,80.270,0,0.0,
20140624,80.269,80.430,80.193,80.321,0,0.0,
20140625,80.322,80.349,80.091,80.200,0,0.0,
20140626,80.209,80.379,80.143,80.212,0,0.0,
20140627,80.208,80.215,80.014,80.017,0,0.0,
20140630,80.042,80.085,79.759,79.780,0,0.0,
20140701,79.788,79.870,79.740,79.820,0,0.0,
20140702,79.812,79.997,79.801,79.944,0,0.0,
20140703,79.948,80.315,79.940,80.209,0,0.0,
20140704,80.218,80.304,80.179,80.269,0,0.0,
20140707,80.300,80.359,80.191,80.223,0,0.0,
20140708,80.222,80.298,80.144,80.173,0,0.0,
20140709,80.168,80.228,79.983,80.029,0,0.0,
20140710,80.025,80.196,79.976,80.121,0,0.0,
20140711,80.121,80.230,80.029,80.187,0,0.0,
20140714,80.200,80.246,80.079,80.170,0,0.0,
20140715,80.168,80.414,80.140,80.378,0,0.0,
20140716,80.389,80.577,80.375,80.532,0,0.0,
20140717,80.528,80.594,80.467,80.528,0,0.0,
20140718,80.543,80.687,80.479,80.505,0,0.0,
20140721,80.510,80.598,80.420,80.562,0,0.0,
20140722,80.553,80.837,80.539,80.780,0,0.0,
20140723,80.784,80.832,80.716,80.811,0,0.0,
20140724,80.832,80.911,80.732,80.868,0,0.0,
20140725,80.861,81.084,80.801,81.036,0,0.0,
20140728,81.017,81.053,80.977,81.011,0,0.0,
20140729,81.006,81.245,80.991,81.210,0,0.0,
20140730,81.205,81.545,81.179,81.400,0,0.0,
20140731,81.429,81.573,81.376,81.460,0,0.0,
20140801,81.444,81.535,81.188,81.308,0,0.0,
20140804,81.329,81.382,81.287,81.317,0,0.0,
20140805,81.314,81.626,81.290,81.533,0,0.0,
20140806,81.538,81.716,81.401,81.438,0,0.0,
20140807,81.424,81.643,81.383,81.534,0,0.0,
20140808,81.524,81.597,81.261,81.398,0,0.0,
20140811,81.420,81.486,81.404,81.456,0,0.0,
20140812,81.460,81.676,81.454,81.511,0,0.0,
20140813,81.519,81.676,81.359,81.613,0,0.0,
20140814,81.605,81.693,81.405,81.613,0,0.0,
20140815,81.596,81.620,81.375,81.425,0,0.0,
20140818,81.456,81.610,81.384,81.572,0,0.0,
20140819,81.594,81.899,81.580,81.873,0,0.0,
20140820,81.871,82.277,81.858,82.250,0,0.0,
20140821,82.242,82.364,82.104,82.159,0,0.0,
20140822,82.161,82.456,82.060,82.331,0,0.0,
20140825,82.581,82.604,82.447,82.583,0,0.0,
20140826,82.596,82.698,82.434,82.671,0,0.0,
20140827,82.665,82.727,82.403,82.467,0,0.0,
20140828,82.469,82.589,82.315,82.491,0,0.0,
20140829,82.476,82.748,82.415,82.736,0,0.0,
20140901,82.739,82.804,82.673,82.771,0,0.0,
20140902,82.762,83.039,82.753,82.972,0,0.0,
20140903,82.967,83.058,82.827,82.854,0,0.0,
20140904,82.836,83.865,82.835,83.846,0,0.0,
20140905,83.845,83.973,83.559,83.764,0,0.0,
20140908,83.838,84.349,83.797,84.301,0,0.0,
20140909,84.307,84.519,84.035,84.170,0,0.0,
20140910,84.149,84.419,84.046,84.203,0,0.0,
20140911,84.200,84.342,84.067,84.271,0,0.0,
20140912,84.270,84.411,84.078,84.173,0,0.0,
20140915,84.192,84.407,84.151,84.254,0,0.0,
20140916,84.237,84.372,83.864,84.114,0,0.0,
20140917,84.115,84.782,83.940,84.726,0,0.0,
20140918,84.763,84.814,84.221,84.290,0,0.0,
20140919,84.275,84.797,84.232,84.796,0,0.0,
20140922,84.731,84.861,84.521,84.696,0,0.0,
20140923,84.679,84.764,84.365,84.702,0,0.0,
20140924,84.709,85.091,84.601,85.064,0,0.0,
20140925,85.099,85.485,85.046,85.176,0,0.0,
20140926,85.138,85.687,85.108,85.623,0,0.0,
20140929,85.716,85.798,85.463,85.620,0,0.0,
20140930,85.601,86.218,85.492,85.926,0,0.0,
20141001,85.914,86.177,85.781,85.911,0,0.0,
20141002,85.883,85.901,85.450,85.614,0,0.0,
20141003,85.621,86.746,85.617,86.636,0,0.0,
20141006,86.681,86.701,85.640,85.775,0,0.0,
20141007,85.778,86.103,85.546,85.663,0,0.0,
20141008,85.602,85.920,85.198,85.324,0,0.0,
20141009,85.282,85.672,84.937,85.548,0,0.0,
20141010,85.554,85.984,85.403,85.814,0,0.0,
20141013,85.708,85.751,85.065,85.224,0,0.0,
20141014,85.250,85.884,85.174,85.884,0,0.0,
20141015,85.895,86.011,84.480,84.868,0,0.0,
20141016,84.913,85.434,84.744,84.960,0,0.0,
20141017,84.917,85.247,84.762,85.197,0,0.0,
20141020,85.318,85.376,84.905,85.017,0,0.0,
20141021,85.029,85.409,84.743,85.397,0,0.0,
20141022,85.395,85.789,85.232,85.752,0,0.0,
20141023,85.748,85.939,85.660,85.832,0,0.0,
20141024,85.832,85.910,85.537,85.705,0,0.0,
20141027,85.679,85.713,85.407,85.578,0,0.0,
20141028,85.566,85.677,85.240,85.412,0,0.0,
20141029,85.398,86.045,85.191,85.991,0,0.0,
20141030,85.990,86.491,85.974,86.165,0,0.0,
20141031,86.171,87.133,86.125,86.915,0,0.0,
20141103,87.055,87.406,87.018,87.287,0,0.0,
20141104,87.256,87.300,86.879,86.996,0,0.0,
20141105,87.016,87.606,86.936,87.474,0,0.0,
20141106,87.428,88.146,87.134,88.072,0,0.0,
20141107,88.041,88.190,87.474,87.566,0,0.0,
20141110,87.505,87.832,87.223,87.781,0,0.0,
20141111,87.795,88.061,87.365,87.590,0,0.0,
20141112,87.618,87.898,87.395,87.849,0,0.0,
20141113,87.822,87.866,87.617,87.773,0,0.0,
20141114,87.789,88.267,87.397,87.543,0,0.0,
20141117,87.587,87.999,87.182,87.995,0,0.0,
20141118,87.917,87.921,87.513,87.610,0,0.0,
20141119,87.698,87.776,87.345,87.692,0,0.0,
20141120,87.673,87.943,87.490,87.704,0,0.0,
20141121,87.621,88.388,87.448,88.279,0,0.0,
20141124,88.329,88.440,88.071,88.154,0,0.0,
20141125,88.188,88.331,87.818,87.895,0,0.0,
20141126,87.849,88.044,87.520,87.675,0,0.0,
20141127,87.668,88.030,87.530,88.009,0,0.0,
20141128,88.039,88.389,87.939,88.219,0,0.0,
20141201,88.369,88.451,87.783,87.981,0,0.0,
20141202,87.990,88.668,87.954,88.635,0,0.0,
20141203,88.614,89.005,88.577,88.960,0,0.0,
20141204,88.943,89.122,88.212,88.596,0,0.0,
20141205,88.613,89.467,88.575,89.355,0,0.0,
20141208,89.338,89.550,88.908,89.118,0,0.0,
20141209,89.188,89.270,88.155,88.666,0,0.0,
20141210,88.654,88.811,88.192,88.225,0,0.0,
20141211,87.940,88.786,87.913,88.549,0,0.0,
20141212,88.591,88.642,88.113,88.321,0,0.0,
20141215,88.241,88.626,88.171,88.428,0,0.0,
20141216,88.447,88.510,87.627,87.972,0,0.0,
20141217,88.008,89.135,87.896,89.075,0,0.0,
20141218,89.140,89.399,88.921,89.233,0,0.0,
20141219,89.251,89.654,89.179,89.591,0,0.0,
20141222,89.609,89.794,89.370,89.788,0,0.0,
20141223,89.778,90.159,89.631,90.066,0,0.0,
20141224,90.045,90.080,89.809,89.919,0,0.0,
20141225,89.947,89.964,89.651,89.863,0,0.0,
20141226,89.862,90.076,89.776,90.046,0,0.0,
20141229,90.033,90.265,89.789,90.199,0,0.0,
20141230,90.189,90.325,89.813,89.937,0,0.0,
20141231,89.934,90.304,89.863,90.276,0,0.0,
20150102,90.358,91.160,90.349,91.155,0,0.0,
20150105,91.351,91.775,91.234,91.359,0,0.0,
20150106,91.365,91.808,91.117,91.735,0,0.0,
20150107,91.754,92.265,91.652,92.022,0,0.0,
20150108,91.944,92.528,91.938,92.315,0,0.0,
20150109,92.308,92.497,91.895,91.916,0,0.0,
20150112,91.761,92.337,91.726,92.079,0,0.0,
20150113,92.035,92.430,91.810,92.220,0,0.0,
20150114,92.239,92.418,91.613,92.089,0,0.0,
20150115,92.155,92.752,91.514,92.140,0,0.0,
20150116,92.091,93.262,92.084,92.645,0,0.0,
20150119,92.635,92.725,92.328,92.616,0,0.0,
20150120,92.636,93.099,92.548,93.001,0,0.0,
20150121,93.064,93.082,92.151,92.712,0,0.0,
20150122,92.858,94.497,92.476,94.195,0,0.0,
20150123,94.190,95.481,94.109,94.994,0,0.0,
20150126,95.154,95.285,94.592,94.925,0,0.0,
20150127,94.910,95.014,93.697,94.088,0,0.0,
20150128,94.176,94.694,93.969,94.630,0,0.0,
20150129,94.624,95.008,94.327,94.683,0,0.0,
20150130,94.675,94.921,94.433,94.846,0,0.0,
20150202,94.699,94.876,94.368,94.560,0,0.0,
20150203,94.597,94.697,93.250,93.752,0,0.0,
20150204,93.734,94.594,93.610,94.572,0,0.0,
20150205,94.435,94.492,93.418,93.593,0,0.0,
20150206,93.593,94.761,93.524,94.647,0,0.0,
20150209,94.687,94.883,94.355,94.511,0,0.0,
20150210,94.545,94.877,94.401,94.737,0,0.0,
20150211,94.703,95.115,94.639,94.924,0,0.0,
20150212,94.882,94.973,93.979,94.184,0,0.0,
20150213,94.180,94.309,93.899,94.185,0,0.0,
20150216,94.070,94.538,93.902,94.430,0,0.0,
20150217,94.415,94.508,93.801,94.126,0,0.0,
20150218,94.145,94.525,93.985,94.103,0,0.0,
20150219,94.103,94.453,93.835,94.395,0,0.0,
20150220,94.404,94.792,94.048,94.309,0,0.0,
20150223,94.406,94.915,94.281,94.553,0,0.0,
20150224,94.569,94.985,94.426,94.476,0,0.0,
20150225,94.406,94.432,94.127,94.198,0,0.0,
20150226,94.187,95.357,94.059,95.257,0,0.0,
20150227,95.193,95.364,94.905,95.253,0,0.0,
20150302,95.448,95.514,95.063,95.474,0,0.0,
20150303,95.493,95.570,95.097,95.370,0,0.0,
20150304,95.383,96.059,95.317,95.913,0,0.0,
20150305,95.941,96.593,95.839,96.346,0,0.0,
20150306,96.327,97.726,96.304,97.717,0,0.0,
20150309,97.673,97.781,97.293,97.662,0,0.0,
20150310,97.724,98.808,97.719,98.666,0,0.0,
20150311,98.627,99.985,98.493,99.675,0,0.0,
20150312,99.681,100.060,98.654,99.272,0,0.0,
20150313,99.215,100.390,99.182,100.180,0,0.0,
20150316,100.150,100.290,99.319,99.696,0,0.0,
20150317,99.678,99.829,99.226,99.646,0,0.0,
20150318,99.631,99.797,96.628,97.820,0,0.0,
20150319,97.837,99.463,97.207,99.066,0,0.0,
20150320,99.069,99.121,97.453,97.801,0,0.0,
20150323,97.733,98.236,96.832,96.954,0,0.0,
20150324,96.910,97.381,96.387,97.236,0,0.0,
20150325,97.220,97.320,96.542,96.926,0,0.0,
20150326,96.891,97.547,96.170,97.421,0,0.0,
20150327,97.390,97.923,96.992,97.385,0,0.0,
20150330,97.405,98.070,97.360,97.959,0,0.0,
20150331,97.912,98.665,97.832,98.379,0,0.0,
20150401,98.409,98.640,97.981,98.121,0,0.0,
20150402,98.190,98.284,97.330,97.529,0,0.0,
20150403,97.559,97.613,96.394,96.742,0,0.0,
20150406,96.545,97.236,96.329,97.063,0,0.0,
20150407,97.049,98.019,96.928,97.907,0,0.0,
20150408,97.865,98.197,97.252,98.058,0,0.0,
20150409,98.040,99.181,98.037,98.972,0,0.0,
20150410,98.968,99.686,98.839,99.348,0,0.0,
20150413,99.296,99.990,99.231,99.510,0,0.0,
20150414,99.479,99.698,98.371,98.777,0,0.0,
20150415,98.791,99.357,98.216,98.395,0,0.0,
20150416,98.419,98.724,97.282,97.693,0,0.0,
20150417,97.632,97.819,97.001,97.446,0,0.0,
20150420,97.543,98.070,97.330,97.901,0,0.0,
20150421,97.942,98.455,97.635,97.986,0,0.0,
20150422,97.952,98.116,97.429,98.064,0,0.0,
20150423,98.055,98.425,97.145,97.311,0,0.0,
20150424,97.333,97.558,96.755,96.859,0,0.0,
20150427,96.954,97.281,96.467,96.856,0,0.0,
20150428,96.787,96.927,96.011,96.108,0,0.0,
20150429,96.109,96.184,94.678,95.208,0,0.0,
20150430,95.207,95.446,94.399,94.811,0,0.0,
20150501,94.824,95.403,94.500,95.214,0,0.0,
20150504,95.267,95.637,95.044,95.443,0,0.0,
20150505,95.442,95.946,94.877,95.135,0,0.0,
20150506,95.187,95.216,93.882,94.157,0,0.0,
20150507,94.117,94.825,93.891,94.620,0,0.0,
20150508,94.630,95.065,94.324,94.818,0,0.0,
20150511,94.854,95.258,94.799,95.027,0,0.0,
20150512,95.049,95.160,94.244,94.561,0,0.0,
20150513,94.562,94.590,93.461,93.618,0,0.0,
20150514,93.651,93.759,93.133,93.388,0,0.0,
20150515,93.412,94.026,93.135,93.230,0,0.0,
20150518,93.280,94.266,93.256,94.156,0,0.0,
20150519,94.135,95.474,94.083,95.306,0,0.0,
20150520,95.296,95.837,95.257,95.588,0,0.0,
20150521,95.584,95.650,94.968,95.399,0,0.0,
20150522,95.394,96.266,94.822,96.137,0,0.0,
20150525,96.356,96.475,96.171,96.381,0,0.0,
20150526,96.383,97.355,96.367,97.221,0,0.0,
20150527,97.226,97.775,96.891,97.303,0,0.0,
20150528,97.254,97.634,96.855,96.878,0,0.0,
20150529,96.899,97.189,96.753,96.887,0,0.0,
20150601,97.010,97.680,96.927,97.426,0,0.0,
20150602,97.439,97.531,95.667,95.942,0,0.0,
20150603,95.931,96.508,95.213,95.371,0,0.0,
20150604,95.425,95.617,94.651,95.578,0,0.0,
20150605,95.783,96.909,95.357,96.345,0,0.0,
20150608,96.391,96.550,95.052,95.248,0,0.0,
20150609,95.266,95.583,94.845,95.186,0,0.0,
20150610,95.176,95.233,94.322,94.613,0,0.0,
20150611,94.688,95.595,94.673,95.099,0,0.0,
20150612,95.084,95.678,94.686,94.913,0,0.0,
20150615,95.102,95.391,94.729,94.833,0,0.0,
20150616,94.830,95.226,94.557,94.958,0,0.0,
20150617,94.955,95.178,94.114,94.296,0,0.0,
20150618,94.225,94.257,93.563,94.007,0,0.0,
20150619,94.020,94.498,93.904,94.065,0,0.0,
20150622,94.062,94.446,93.807,94.323,0,0.0,
20150623,94.303,95.636,94.285,95.406,0,0.0,
20150624,95.369,95.538,94.932,95.283,0,0.0,
20150625,95.271,95.514,95.088,95.211,0,0.0,
20150626,95.178,95.665,95.076,95.399,0,0.0,
20150629,96.157,96.390,94.681,94.990,0,0.0,
20150630,95.052,95.676,94.847,95.529,0,0.0,
20150701,95.590,96.349,95.473,96.268,0,0.0,
20150702,96.331,96.422,95.874,96.068,0,0.0,
20150703,96.073,96.224,95.871,95.951,0,0.0,
20150706,96.397,96.625,96.015,96.258,0,0.0,
20150707,96.269,97.235,96.263,96.767,0,0.0,
20150708,96.667,96.876,96.123,96.215,0,0.0,
20150709,96.215,96.755,95.974,96.268,0,0.0,
20150710,96.380,96.409,95.454,95.777,0,0.0,
20150713,96.008,96.861,95.633,96.803,0,0.0,
20150714,96.821,97.047,96.265,96.605,0,0.0,
20150715,96.631,97.306,96.534,97.126,0,0.0,
20150716,97.112,97.756,97.098,97.661,0,0.0,
20150717,97.645,97.977,97.417,97.956,0,0.0,
20150720,97.915,98.147,97.735,98.051,0,0.0,
20150721,98.012,98.151,97.142,97.314,0,0.0,
20150722,97.345,97.786,97.108,97.452,0,0.0,
20150723,97.445,97.510,96.887,97.196,0,0.0,
20150724,97.187,97.622,97.123,97.199,0,0.0,
20150727,97.269,97.302,96.288,96.535,0,0.0,
20150728,96.579,96.967,96.468,96.653,0,0.0,
20150729,96.638,97.254,96.497,97.166,0,0.0,
20150730,97.128,97.773,97.097,97.487,0,0.0,
20150731,97.465,97.604,96.310,97.192,0,0.0,
20150803,97.265,97.582,97.155,97.453,0,0.0,
20150804,97.482,98.002,97.214,97.938,0,0.0,
20150805,97.933,98.218,97.642,97.902,0,0.0,
20150806,97.879,98.162,97.630,97.783,0,0.0,
20150807,97.799,98.334,97.511,97.558,0,0.0,
20150810,97.618,97.918,97.036,97.187,0,0.0,
20150811,97.191,97.593,96.877,97.205,0,0.0,
20150812,97.183,97.333,95.926,96.292,0,0.0,
20150813,96.347,96.805,96.122,96.355,0,0.0,
20150814,96.381,96.675,96.087,96.588,0,0.0,
20150817,96.629,96.944,96.510,96.815,0,0.0,
20150818,96.838,97.071,96.684,97.004,0,0.0,
20150819,96.992,97.078,96.336,96.454,0,0.0,
20150820,96.464,96.576,95.711,95.769,0,0.0,
20150821,95.810,95.832,94.801,94.801,0,0.0,
20150824,94.763,94.956,92.621,93.421,0,0.0,
20150825,93.392,94.689,93.375,93.957,0,0.0,
20150826,93.952,95.444,93.714,95.281,0,0.0,
20150827,95.195,96.031,94.985,95.765,0,0.0,
20150828,95.768,96.324,95.379,96.149,0,0.0,
20150831,95.969,96.245,95.622,95.926,0,0.0,
20150901,95.921,95.949,95.190,95.375,0,0.0,
20150902,95.415,95.984,95.401,95.974,0,0.0,
20150903,95.935,96.616,95.787,96.407,0,0.0,
20150904,96.422,96.580,95.969,96.219,0,0.0,
20150907,96.242,96.424,96.037,96.126,0,0.0,
20150908,96.141,96.244,95.729,95.859,0,0.0,
20150909,95.848,96.410,95.803,95.946,0,0.0,
20150910,95.929,96.195,95.396,95.502,0,0.0,
20150911,95.475,95.686,95.115,95.184,0,0.0,
20150914,95.143,95.452,94.913,95.282,0,0.0,
20150915,95.313,95.677,95.125,95.593,0,0.0,
20150916,95.584,95.845,95.161,95.325,0,0.0,
20150917,95.321,95.387,94.360,94.536,0,0.0,
20150918,94.578,95.383,94.063,95.148,0,0.0,
20150921,95.261,95.978,95.039,95.934,0,0.0,
20150922,95.923,96.404,95.759,96.320,0,0.0,
20150923,96.307,96.548,96.024,96.197,0,0.0,
20150924,96.235,96.332,95.458,96.304,0,0.0,
20150925,96.239,96.700,96.117,96.255,0,0.0,
20150928,96.244,96.501,95.901,96.011,0,0.0,
20150929,96.021,96.237,95.708,95.895,0,0.0,
20150930,95.917,96.413,95.852,96.282,0,0.0,
20151001,96.267,96.490,95.966,96.101,0,0.0,
20151002,96.136,96.379,95.218,95.917,0,0.0,
20151005,95.915,96.169,95.451,96.080,0,0.0,
20151006,96.052,96.164,95.398,95.464,0,0.0,
20151007,95.472,95.698,95.327,95.575,0,0.0,
20151008,95.567,95.614,94.984,95.275,0,0.0,
20151009,95.227,95.340,94.692,94.887,0,0.0,
20151012,94.856,94.903,94.619,94.876,0,0.0,
20151013,94.897,94.982,94.539,94.761,0,0.0,
20151014,94.762,94.785,93.845,93.918,0,0.0,
20151015,93.951,94.589,93.806,94.436,0,0.0,
20151016,94.471,94.771,94.369,94.730,0,0.0,
20151019,94.684,95.000,94.552,94.918,0,0.0,
20151020,94.930,94.953,94.594,94.845,0,0.0,
20151021,94.848,95.077,94.722,95.045,0,0.0,
20151022,95.038,96.537,94.943,96.404,0,0.0,
20151023,96.401,97.201,96.148,97.044,0,0.0,
20151026,97.046,97.079,96.679,96.818,0,0.0,
20151027,96.790,96.969,96.583,96.899,0,0.0,
20151028,96.948,97.818,96.466,97.615,0,0.0,
20151029,97.609,97.689,97.190,97.219,0,0.0,
20151030,97.192,97.353,96.577,96.915,0,0.0,
20151102,96.806,96.965,96.635,96.924,0,0.0,
20151103,96.898,97.483,96.770,97.182,0,0.0,
20151104,97.196,98.054,97.174,97.879,0,0.0,
20151105,97.937,98.135,97.751,97.970,0,0.0,
20151106,97.947,99.345,97.893,99.150,0,0.0,
20151109,99.200,99.261,98.818,98.973,0,0.0,
20151110,99.008,99.504,98.951,99.197,0,0.0,
20151111,99.098,99.238,98.778,98.844,0,0.0,
20151112,98.823,99.288,98.432,98.557,0,0.0,
20151113,98.568,99.214,98.533,98.804,0,0.0,
20151116,99.091,99.460,98.868,99.375,0,0.0,
20151117,99.397,99.745,99.358,99.643,0,0.0,
20151118,99.650,99.853,99.311,99.526,0,0.0,
20151119,99.413,99.452,98.735,99.004,0,0.0,
20151120,99.087,99.646,98.999,99.608,0,0.0,
20151123,99.666,100.000,99.531,99.744,0,0.0,
20151124,99.678,99.785,99.466,99.604,0,0.0,
20151125,99.563,100.170,99.312,99.759,0,0.0,
20151126,99.739,99.907,99.714,99.866,0,0.0,
20151127,99.859,100.200,99.656,100.080,0,0.0,
20151130,100.100,100.310,100.050,100.190,0,0.0,
20151201,100.230,100.250,99.719,99.835,0,0.0,
20151202,99.832,100.510,99.803,100.020,0,0.0,
20151203,100.010,100.470,97.591,97.933,0,0.0,
20151204,97.828,98.609,97.794,98.246,0,0.0,
20151207,98.323,98.903,98.303,98.741,0,0.0,
20151208,98.732,98.763,98.332,98.409,0,0.0,
20151209,98.446,98.521,97.223,97.391,0,0.0,
20151210,97.407,97.988,97.360,97.922,0,0.0,
20151211,97.979,98.095,97.329,97.631,0,0.0,
20151214,97.664,97.932,97.275,97.593,0,0.0,
20151215,97.643,98.292,97.190,98.132,0,0.0,
20151216,98.189,98.601,97.655,98.588,0,0.0,
20151217,98.555,99.294,98.531,99.052,0,0.0,
20151218,99.023,99.182,98.636,98.722,0,0.0,
20151221,98.731,98.838,98.294,98.468,0,0.0,
20151222,98.457,98.508,98.000,98.212,0,0.0,
20151223,98.214,98.604,98.185,98.379,0,0.0,
20151224,98.331,98.352,97.864,97.892,0,0.0,
20151225,97.868,98.017,97.830,97.847,0,0.0,
20151228,97.948,98.032,97.811,97.944,0,0.0,
20151229,97.903,98.413,97.799,98.243,0,0.0,
20151230,98.207,98.409,98.113,98.258,0,0.0,
20151231,98.218,98.778,98.178,98.693,0,0.0,
20160101,98.693,98.694,98.683,98.683,0,0.0,
20160104,98.718,99.182,98.049,98.846,0,0.0,
20160105,98.872,99.634,98.747,99.342,0,0.0,
