聅凝菌戈 - 独(2103)(O1GC&)
ら戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,ゼキ秖,
20121227,1656.20,1662.60,1656.20,1662.60,113,77,
20121228,1662.20,1663.60,1653.70,1654.90,197,803,
20121231,1655.40,1677.10,1655.40,1674.80,89,803,
20130102,1672.80,1693.80,1670.00,1687.90,35,125,
20130103,1686.10,1686.80,1662.00,1673.70,140,66,
20130104,1647.00,1658.30,1625.70,1648.10,199,167,
20130107,1656.50,1659.90,1643.80,1645.50,49,176,
20130108,1647.70,1661.50,1647.70,1661.50,17,64,
20130109,1658.60,1662.10,1651.90,1654.80,9,60,
20130110,1672.50,1677.30,1672.50,1677.30,9,60,
20130111,1673.10,1673.10,1654.20,1660.00,146,97,
20130114,1665.40,1673.80,1664.10,1668.90,10,97,
20130115,1671.60,1684.30,1671.60,1683.40,20,95,
20130116,1674.40,1682.70,1674.40,1682.70,11,96,
20130117,1676.40,1694.60,1671.00,1690.40,81,93,
20130118,1687.40,1692.00,1686.60,1686.60,14,33,
20130121,1690.30,1690.30,1686.60,1686.60,4,33,
20130122,1691.10,1694.70,1691.10,1692.80,15,33,
20130123,1691.30,1693.70,1685.20,1686.30,28,28,
20130124,1680.80,1681.70,1668.00,1669.50,13,29,
20130125,1663.00,1663.00,1656.40,1656.40,43,31,
20130128,1651.60,1655.50,1651.60,1652.40,82,31,
20130129,1661.20,1661.50,1660.70,1660.70,17,96,
20130130,1662.40,1683.00,1661.80,1679.90,43682,36174,
20130131,1674.80,1680.00,1657.40,1660.60,5876,13910,
20130201,1663.90,1681.20,1659.90,1669.40,3221,3494,
20130204,1668.00,1676.50,1661.60,1675.30,448,3571,
20130205,1674.20,1683.40,1666.50,1672.40,303,2386,
20130206,1672.20,1678.50,1668.00,1677.70,374,2234,
20130207,1677.00,1682.10,1663.10,1670.40,475,2135,
20130208,1671.50,1672.50,1664.80,1666.00,289,2089,
20130211,1666.50,1668.00,1643.70,1648.20,868,2090,
20130212,1643.80,1650.40,1642.40,1648.70,85,2071,
20130213,1652.20,1652.30,1640.20,1644.20,220,1948,
20130214,1641.10,1646.90,1632.70,1634.70,219,1464,
20130215,1633.20,1633.90,1599.50,1608.80,458,1229,
20130218,1610.00,1617.00,1606.80,1608.80,121,1229,
20130219,1613.30,1613.30,1599.70,1603.60,271,1236,
20130220,1604.70,1606.90,1561.80,1577.60,278,1153,
20130221,1568.50,1581.20,1555.20,1578.20,1814,1106,
20130222,1580.00,1585.40,1572.40,1572.40,50,196,
20130225,1579.40,1596.00,1577.70,1586.20,118,196,
20130226,1593.30,1615.20,1589.00,1615.20,179,171,
20130227,1612.80,1612.80,1591.80,1595.20,700,1499,
20130228,1596.00,1601.60,1575.10,1577.70,102,1495,
20130301,1579.60,1585.60,1566.00,1571.90,68,137,
20130304,1580.80,1580.80,1569.70,1572.10,64,137,
20130305,1577.60,1585.50,1571.40,1574.60,65,132,
20130306,1577.60,1582.60,1566.80,1574.60,106,113,
20130307,1580.00,1583.50,1573.90,1574.80,52,136,
20130308,1578.60,1581.20,1561.80,1576.60,68,75,
20130311,1576.00,1579.70,1576.00,1577.80,1115,75,
20130312,1579.80,1595.60,1579.80,1591.50,159,1145,
20130313,1592.30,1596.00,1585.00,1588.30,127,206,
20130314,1585.70,1590.60,1575.70,1590.60,137,434,
20130315,1590.50,1594.40,1590.20,1592.50,11,61,
20130318,1605.90,1607.70,1601.60,1604.60,613,61,
20130319,1613.10,1613.10,1611.30,1611.30,2,641,
20130320,1610.00,1612.50,1606.20,1607.50,5,219,
20130321,1612.80,1613.80,1611.90,1613.80,7,39,
20130322,1611.00,1611.00,1604.10,1606.20,7,129,
20130325,1607.10,1607.80,1596.10,1604.60,27,129,
20130326,1595.80,1595.80,1595.80,1595.80,0,30,
20130327,1598.50,1608.10,1590.30,1606.20,49986,33774,
20130328,1604.70,1606.60,1593.60,1594.80,4678,6626,
20130401,1596.80,1600.50,1594.80,1600.00,688,6601,
20130402,1599.20,1602.60,1574.10,1575.10,2287,5647,
20130403,1575.70,1576.40,1549.20,1552.80,2171,5120,
20130404,1557.30,1557.30,1539.10,1551.80,829,3136,
20130405,1553.20,1580.60,1550.10,1575.40,1184,1481,
20130408,1575.80,1577.80,1567.80,1572.00,101,1481,
20130409,1571.60,1589.30,1570.00,1586.20,215,825,
20130410,1584.40,1586.00,1557.00,1558.30,333,838,
20130411,1557.10,1566.70,1554.80,1564.30,1070,832,
20130412,1560.80,1560.80,1480.20,1501.00,880,1069,
20130415,1478.20,1487.40,1338.00,1360.60,1309,1067,
20130416,1358.00,1401.00,1323.00,1386.80,610,742,
20130417,1373.20,1394.20,1370.20,1382.20,92,668,
20130418,1347.50,1396.40,1347.50,1392.00,57,638,
